"date","num_infs","location"
2020-06-24,0,"Comoros"
2020-06-25,0,"Comoros"
2020-06-26,0,"Comoros"
2020-06-27,0,"Comoros"
2020-06-28,0,"Comoros"
2020-06-29,0,"Comoros"
2020-06-30,0,"Comoros"
2020-07-01,0,"Comoros"
2020-07-02,0,"Comoros"
2020-07-03,0,"Comoros"
2020-07-04,0,"Comoros"
2020-07-05,0,"Comoros"
2020-07-06,0,"Comoros"
2020-07-07,0,"Comoros"
2020-07-08,0,"Comoros"
2020-07-09,0,"Comoros"
2020-07-10,0,"Comoros"
2020-07-11,0,"Comoros"
2020-07-12,0,"Comoros"
2020-07-13,0,"Comoros"
2020-07-14,0,"Comoros"
2020-07-15,0,"Comoros"
2020-07-16,0,"Comoros"
2020-07-17,0,"Comoros"
2020-07-18,0,"Comoros"
2020-07-19,0,"Comoros"
2020-07-20,0,"Comoros"
2020-07-21,0,"Comoros"
2020-07-22,0,"Comoros"
2020-07-23,0,"Comoros"
2020-07-24,0,"Comoros"
2020-07-25,0,"Comoros"
2020-07-26,0,"Comoros"
2020-07-27,NA,"Comoros"
2020-07-28,NA,"Comoros"
2020-07-29,NA,"Comoros"
2020-07-30,NA,"Comoros"
2020-07-31,NA,"Comoros"
2020-08-01,NA,"Comoros"
2020-08-02,NA,"Comoros"
2020-08-03,NA,"Comoros"
2020-08-04,NA,"Comoros"
2020-08-05,NA,"Comoros"
2020-08-06,NA,"Comoros"
2020-08-07,NA,"Comoros"
2020-08-08,NA,"Comoros"
2020-08-09,NA,"Comoros"
2020-08-10,NA,"Comoros"
2020-08-11,NA,"Comoros"
2020-08-12,NA,"Comoros"
2020-08-13,NA,"Comoros"
2020-08-14,NA,"Comoros"
2020-08-15,NA,"Comoros"
2020-08-16,NA,"Comoros"
2020-08-17,NA,"Comoros"
2020-08-18,NA,"Comoros"
2019-12-31,0,"Congo (Brazzaville)"
2020-01-01,0,"Congo (Brazzaville)"
2020-01-02,0,"Congo (Brazzaville)"
2020-01-03,0,"Congo (Brazzaville)"
2020-01-04,0,"Congo (Brazzaville)"
2020-01-05,0,"Congo (Brazzaville)"
2020-01-06,0,"Congo (Brazzaville)"
2020-01-07,0,"Congo (Brazzaville)"
2020-01-08,0,"Congo (Brazzaville)"
2020-01-09,0,"Congo (Brazzaville)"
2020-01-10,0,"Congo (Brazzaville)"
2020-01-11,0,"Congo (Brazzaville)"
2020-01-12,0,"Congo (Brazzaville)"
2020-01-13,0,"Congo (Brazzaville)"
2020-01-14,0,"Congo (Brazzaville)"
2020-01-15,0,"Congo (Brazzaville)"
2020-01-16,0,"Congo (Brazzaville)"
2020-01-17,0,"Congo (Brazzaville)"
2020-01-18,0,"Congo (Brazzaville)"
2020-01-19,0,"Congo (Brazzaville)"
2020-01-20,0,"Congo (Brazzaville)"
2020-01-21,0,"Congo (Brazzaville)"
2020-01-22,0,"Congo (Brazzaville)"
2020-01-23,0,"Congo (Brazzaville)"
2020-01-24,0,"Congo (Brazzaville)"
2020-01-25,0,"Congo (Brazzaville)"
2020-01-26,0,"Congo (Brazzaville)"
2020-01-27,0,"Congo (Brazzaville)"
2020-01-28,0,"Congo (Brazzaville)"
2020-01-29,0,"Congo (Brazzaville)"
2020-01-30,0,"Congo (Brazzaville)"
2020-01-31,0,"Congo (Brazzaville)"
2020-02-01,0,"Congo (Brazzaville)"
2020-02-02,0,"Congo (Brazzaville)"
2020-02-03,0,"Congo (Brazzaville)"
2020-02-04,0,"Congo (Brazzaville)"
2020-02-05,0,"Congo (Brazzaville)"
2020-02-06,0,"Congo (Brazzaville)"
2020-02-07,0,"Congo (Brazzaville)"
2020-02-08,0,"Congo (Brazzaville)"
2020-02-09,0,"Congo (Brazzaville)"
2020-02-10,0,"Congo (Brazzaville)"
2020-02-11,0,"Congo (Brazzaville)"
2020-02-12,0,"Congo (Brazzaville)"
2020-02-13,0,"Congo (Brazzaville)"
2020-02-14,0,"Congo (Brazzaville)"
2020-02-15,0,"Congo (Brazzaville)"
2020-02-16,0,"Congo (Brazzaville)"
2020-02-17,0,"Congo (Brazzaville)"
2020-02-18,0,"Congo (Brazzaville)"
2020-02-19,0,"Congo (Brazzaville)"
2020-02-20,0,"Congo (Brazzaville)"
2020-02-21,0,"Congo (Brazzaville)"
2020-02-22,0,"Congo (Brazzaville)"
2020-02-23,0,"Congo (Brazzaville)"
2020-02-24,0,"Congo (Brazzaville)"
2020-02-25,0,"Congo (Brazzaville)"
2020-02-26,0,"Congo (Brazzaville)"
2020-02-27,0,"Congo (Brazzaville)"
2020-02-28,0,"Congo (Brazzaville)"
2020-02-29,0,"Congo (Brazzaville)"
2020-03-01,0,"Congo (Brazzaville)"
2020-03-02,0,"Congo (Brazzaville)"
2020-03-03,0,"Congo (Brazzaville)"
2020-03-04,0,"Congo (Brazzaville)"
2020-03-05,0,"Congo (Brazzaville)"
2020-03-06,0,"Congo (Brazzaville)"
2020-03-07,0,"Congo (Brazzaville)"
2020-03-08,0,"Congo (Brazzaville)"
2020-03-09,0,"Congo (Brazzaville)"
2020-03-10,200,"Congo (Brazzaville)"
2020-03-11,0,"Congo (Brazzaville)"
2020-03-12,0,"Congo (Brazzaville)"
2020-03-13,300,"Congo (Brazzaville)"
2020-03-14,0,"Congo (Brazzaville)"
2020-03-15,0,"Congo (Brazzaville)"
2020-03-16,0,"Congo (Brazzaville)"
2020-03-17,0,"Congo (Brazzaville)"
2020-03-18,0,"Congo (Brazzaville)"
2020-03-19,0,"Congo (Brazzaville)"
2020-03-20,0,"Congo (Brazzaville)"
2020-03-21,0,"Congo (Brazzaville)"
2020-03-22,0,"Congo (Brazzaville)"
2020-03-23,0,"Congo (Brazzaville)"
2020-03-24,0,"Congo (Brazzaville)"
2020-03-25,100,"Congo (Brazzaville)"
2020-03-26,0,"Congo (Brazzaville)"
2020-03-27,0,"Congo (Brazzaville)"
2020-03-28,0,"Congo (Brazzaville)"
2020-03-29,0,"Congo (Brazzaville)"
2020-03-30,0,"Congo (Brazzaville)"
2020-03-31,0,"Congo (Brazzaville)"
2020-04-01,0,"Congo (Brazzaville)"
2020-04-02,0,"Congo (Brazzaville)"
2020-04-03,0,"Congo (Brazzaville)"
2020-04-04,0,"Congo (Brazzaville)"
2020-04-05,200,"Congo (Brazzaville)"
2020-04-06,0,"Congo (Brazzaville)"
2020-04-07,100,"Congo (Brazzaville)"
2020-04-08,0,"Congo (Brazzaville)"
2020-04-09,0,"Congo (Brazzaville)"
2020-04-10,0,"Congo (Brazzaville)"
2020-04-11,100,"Congo (Brazzaville)"
2020-04-12,0,"Congo (Brazzaville)"
2020-04-13,0,"Congo (Brazzaville)"
2020-04-14,0,"Congo (Brazzaville)"
2020-04-15,0,"Congo (Brazzaville)"
2020-04-16,0,"Congo (Brazzaville)"
2020-04-17,0,"Congo (Brazzaville)"
2020-04-18,100,"Congo (Brazzaville)"
2020-04-19,0,"Congo (Brazzaville)"
2020-04-20,0,"Congo (Brazzaville)"
2020-04-21,400,"Congo (Brazzaville)"
2020-04-22,0,"Congo (Brazzaville)"
2020-04-23,0,"Congo (Brazzaville)"
2020-04-24,0,"Congo (Brazzaville)"
2020-04-25,0,"Congo (Brazzaville)"
2020-04-26,0,"Congo (Brazzaville)"
2020-04-27,0,"Congo (Brazzaville)"
2020-04-28,100,"Congo (Brazzaville)"
2020-04-29,0,"Congo (Brazzaville)"
2020-04-30,0,"Congo (Brazzaville)"
2020-05-01,0,"Congo (Brazzaville)"
2020-05-02,0,"Congo (Brazzaville)"
2020-05-03,0,"Congo (Brazzaville)"
2020-05-04,300,"Congo (Brazzaville)"
2020-05-05,0,"Congo (Brazzaville)"
2020-05-06,0,"Congo (Brazzaville)"
2020-05-07,0,"Congo (Brazzaville)"
2020-05-08,100,"Congo (Brazzaville)"
2020-05-09,0,"Congo (Brazzaville)"
2020-05-10,0,"Congo (Brazzaville)"
2020-05-11,0,"Congo (Brazzaville)"
2020-05-12,0,"Congo (Brazzaville)"
2020-05-13,0,"Congo (Brazzaville)"
2020-05-14,200,"Congo (Brazzaville)"
2020-05-15,0,"Congo (Brazzaville)"
2020-05-16,0,"Congo (Brazzaville)"
2020-05-17,200,"Congo (Brazzaville)"
2020-05-18,0,"Congo (Brazzaville)"
2020-05-19,0,"Congo (Brazzaville)"
2020-05-20,0,"Congo (Brazzaville)"
2020-05-21,0,"Congo (Brazzaville)"
2020-05-22,0,"Congo (Brazzaville)"
2020-05-23,300,"Congo (Brazzaville)"
2020-05-24,0,"Congo (Brazzaville)"
2020-05-25,0,"Congo (Brazzaville)"
2020-05-26,0,"Congo (Brazzaville)"
2020-05-27,0,"Congo (Brazzaville)"
2020-05-28,0,"Congo (Brazzaville)"
2020-05-29,0,"Congo (Brazzaville)"
2020-05-30,1000,"Congo (Brazzaville)"
2020-05-31,0,"Congo (Brazzaville)"
2020-06-01,0,"Congo (Brazzaville)"
2020-06-02,0,"Congo (Brazzaville)"
2020-06-03,0,"Congo (Brazzaville)"
2020-06-04,0,"Congo (Brazzaville)"
2020-06-05,0,"Congo (Brazzaville)"
2020-06-06,0,"Congo (Brazzaville)"
2020-06-07,0,"Congo (Brazzaville)"
2020-06-08,400,"Congo (Brazzaville)"
2020-06-09,0,"Congo (Brazzaville)"
2020-06-10,300,"Congo (Brazzaville)"
2020-06-11,0,"Congo (Brazzaville)"
2020-06-12,0,"Congo (Brazzaville)"
2020-06-13,0,"Congo (Brazzaville)"
2020-06-14,0,"Congo (Brazzaville)"
2020-06-15,300,"Congo (Brazzaville)"
2020-06-16,0,"Congo (Brazzaville)"
2020-06-17,0,"Congo (Brazzaville)"
2020-06-18,0,"Congo (Brazzaville)"
2020-06-19,0,"Congo (Brazzaville)"
2020-06-20,0,"Congo (Brazzaville)"
2020-06-21,0,"Congo (Brazzaville)"
2020-06-22,0,"Congo (Brazzaville)"
2020-06-23,100,"Congo (Brazzaville)"
2020-06-24,100,"Congo (Brazzaville)"
2020-06-25,0,"Congo (Brazzaville)"
2020-06-26,0,"Congo (Brazzaville)"
2020-06-27,100,"Congo (Brazzaville)"
2020-06-28,0,"Congo (Brazzaville)"
2020-06-29,0,"Congo (Brazzaville)"
2020-06-30,0,"Congo (Brazzaville)"
2020-07-01,100,"Congo (Brazzaville)"
2020-07-02,0,"Congo (Brazzaville)"
2020-07-03,0,"Congo (Brazzaville)"
2020-07-04,300,"Congo (Brazzaville)"
2020-07-05,0,"Congo (Brazzaville)"
2020-07-06,0,"Congo (Brazzaville)"
2020-07-07,0,"Congo (Brazzaville)"
2020-07-08,0,"Congo (Brazzaville)"
2020-07-09,0,"Congo (Brazzaville)"
2020-07-10,0,"Congo (Brazzaville)"
2020-07-11,400,"Congo (Brazzaville)"
2020-07-12,0,"Congo (Brazzaville)"
2020-07-13,0,"Congo (Brazzaville)"
2020-07-14,0,"Congo (Brazzaville)"
2020-07-15,0,"Congo (Brazzaville)"
2020-07-16,0,"Congo (Brazzaville)"
2020-07-17,0,"Congo (Brazzaville)"
2020-07-18,0,"Congo (Brazzaville)"
2020-07-19,200,"Congo (Brazzaville)"
2020-07-20,0,"Congo (Brazzaville)"
2020-07-21,0,"Congo (Brazzaville)"
2020-07-22,0,"Congo (Brazzaville)"
2020-07-23,0,"Congo (Brazzaville)"
2020-07-24,1600,"Congo (Brazzaville)"
2020-07-25,0,"Congo (Brazzaville)"
2020-07-26,0,"Congo (Brazzaville)"
2020-07-27,NA,"Congo (Brazzaville)"
2020-07-28,NA,"Congo (Brazzaville)"
2020-07-29,NA,"Congo (Brazzaville)"
2020-07-30,NA,"Congo (Brazzaville)"
2020-07-31,NA,"Congo (Brazzaville)"
2020-08-01,NA,"Congo (Brazzaville)"
2020-08-02,NA,"Congo (Brazzaville)"
2020-08-03,NA,"Congo (Brazzaville)"
2020-08-04,NA,"Congo (Brazzaville)"
2020-08-05,NA,"Congo (Brazzaville)"
2020-08-06,NA,"Congo (Brazzaville)"
2020-08-07,NA,"Congo (Brazzaville)"
2020-08-08,NA,"Congo (Brazzaville)"
2020-08-09,NA,"Congo (Brazzaville)"
2020-08-10,NA,"Congo (Brazzaville)"
2020-08-11,NA,"Congo (Brazzaville)"
2020-08-12,NA,"Congo (Brazzaville)"
2020-08-13,NA,"Congo (Brazzaville)"
2020-08-14,NA,"Congo (Brazzaville)"
2020-08-15,NA,"Congo (Brazzaville)"
2020-08-16,NA,"Congo (Brazzaville)"
2020-08-17,NA,"Congo (Brazzaville)"
2020-08-18,NA,"Congo (Brazzaville)"
2019-12-31,0,"Congo (Kinshasa)"
2020-01-01,0,"Congo (Kinshasa)"
2020-01-02,0,"Congo (Kinshasa)"
2020-01-03,0,"Congo (Kinshasa)"
2020-01-04,0,"Congo (Kinshasa)"
2020-01-05,0,"Congo (Kinshasa)"
2020-01-06,0,"Congo (Kinshasa)"
2020-01-07,0,"Congo (Kinshasa)"
2020-01-08,0,"Congo (Kinshasa)"
2020-01-09,0,"Congo (Kinshasa)"
2020-01-10,0,"Congo (Kinshasa)"
2020-01-11,0,"Congo (Kinshasa)"
2020-01-12,0,"Congo (Kinshasa)"
2020-01-13,0,"Congo (Kinshasa)"
2020-01-14,0,"Congo (Kinshasa)"
2020-01-15,0,"Congo (Kinshasa)"
2020-01-16,0,"Congo (Kinshasa)"
2020-01-17,0,"Congo (Kinshasa)"
2020-01-18,0,"Congo (Kinshasa)"
2020-01-19,0,"Congo (Kinshasa)"
2020-01-20,0,"Congo (Kinshasa)"
2020-01-21,0,"Congo (Kinshasa)"
2020-01-22,0,"Congo (Kinshasa)"
2020-01-23,0,"Congo (Kinshasa)"
2020-01-24,0,"Congo (Kinshasa)"
2020-01-25,0,"Congo (Kinshasa)"
2020-01-26,0,"Congo (Kinshasa)"
2020-01-27,0,"Congo (Kinshasa)"
2020-01-28,0,"Congo (Kinshasa)"
2020-01-29,0,"Congo (Kinshasa)"
2020-01-30,0,"Congo (Kinshasa)"
2020-01-31,0,"Congo (Kinshasa)"
2020-02-01,0,"Congo (Kinshasa)"
2020-02-02,0,"Congo (Kinshasa)"
2020-02-03,0,"Congo (Kinshasa)"
2020-02-04,0,"Congo (Kinshasa)"
2020-02-05,0,"Congo (Kinshasa)"
2020-02-06,0,"Congo (Kinshasa)"
2020-02-07,0,"Congo (Kinshasa)"
2020-02-08,0,"Congo (Kinshasa)"
2020-02-09,0,"Congo (Kinshasa)"
2020-02-10,0,"Congo (Kinshasa)"
2020-02-11,0,"Congo (Kinshasa)"
2020-02-12,0,"Congo (Kinshasa)"
2020-02-13,0,"Congo (Kinshasa)"
2020-02-14,0,"Congo (Kinshasa)"
2020-02-15,0,"Congo (Kinshasa)"
2020-02-16,0,"Congo (Kinshasa)"
2020-02-17,0,"Congo (Kinshasa)"
2020-02-18,0,"Congo (Kinshasa)"
2020-02-19,0,"Congo (Kinshasa)"
2020-02-20,0,"Congo (Kinshasa)"
2020-02-21,0,"Congo (Kinshasa)"
2020-02-22,0,"Congo (Kinshasa)"
2020-02-23,0,"Congo (Kinshasa)"
2020-02-24,0,"Congo (Kinshasa)"
2020-02-25,0,"Congo (Kinshasa)"
2020-02-26,0,"Congo (Kinshasa)"
2020-02-27,100,"Congo (Kinshasa)"
2020-02-28,0,"Congo (Kinshasa)"
2020-02-29,0,"Congo (Kinshasa)"
2020-03-01,100,"Congo (Kinshasa)"
2020-03-02,0,"Congo (Kinshasa)"
2020-03-03,100,"Congo (Kinshasa)"
2020-03-04,0,"Congo (Kinshasa)"
2020-03-05,300,"Congo (Kinshasa)"
2020-03-06,0,"Congo (Kinshasa)"
2020-03-07,200,"Congo (Kinshasa)"
2020-03-08,0,"Congo (Kinshasa)"
2020-03-09,100,"Congo (Kinshasa)"
2020-03-10,400,"Congo (Kinshasa)"
2020-03-11,0,"Congo (Kinshasa)"
2020-03-12,500,"Congo (Kinshasa)"
2020-03-13,0,"Congo (Kinshasa)"
2020-03-14,0,"Congo (Kinshasa)"
2020-03-15,0,"Congo (Kinshasa)"
2020-03-16,0,"Congo (Kinshasa)"
2020-03-17,0,"Congo (Kinshasa)"
2020-03-18,200,"Congo (Kinshasa)"
2020-03-19,0,"Congo (Kinshasa)"
2020-03-20,0,"Congo (Kinshasa)"
2020-03-21,0,"Congo (Kinshasa)"
2020-03-22,0,"Congo (Kinshasa)"
2020-03-23,100,"Congo (Kinshasa)"
2020-03-24,100,"Congo (Kinshasa)"
2020-03-25,100,"Congo (Kinshasa)"
2020-03-26,200,"Congo (Kinshasa)"
2020-03-27,0,"Congo (Kinshasa)"
2020-03-28,0,"Congo (Kinshasa)"
2020-03-29,0,"Congo (Kinshasa)"
2020-03-30,0,"Congo (Kinshasa)"
2020-03-31,0,"Congo (Kinshasa)"
2020-04-01,0,"Congo (Kinshasa)"
2020-04-02,300,"Congo (Kinshasa)"
2020-04-03,0,"Congo (Kinshasa)"
2020-04-04,0,"Congo (Kinshasa)"
2020-04-05,200,"Congo (Kinshasa)"
2020-04-06,0,"Congo (Kinshasa)"
2020-04-07,100,"Congo (Kinshasa)"
2020-04-08,100,"Congo (Kinshasa)"
2020-04-09,100,"Congo (Kinshasa)"
2020-04-10,0,"Congo (Kinshasa)"
2020-04-11,100,"Congo (Kinshasa)"
2020-04-12,0,"Congo (Kinshasa)"
2020-04-13,100,"Congo (Kinshasa)"
2020-04-14,100,"Congo (Kinshasa)"
2020-04-15,300,"Congo (Kinshasa)"
2020-04-16,0,"Congo (Kinshasa)"
2020-04-17,200,"Congo (Kinshasa)"
2020-04-18,0,"Congo (Kinshasa)"
2020-04-19,300,"Congo (Kinshasa)"
2020-04-20,600,"Congo (Kinshasa)"
2020-04-21,0,"Congo (Kinshasa)"
2020-04-22,0,"Congo (Kinshasa)"
2020-04-23,1100,"Congo (Kinshasa)"
2020-04-24,0,"Congo (Kinshasa)"
2020-04-25,0,"Congo (Kinshasa)"
2020-04-26,0,"Congo (Kinshasa)"
2020-04-27,0,"Congo (Kinshasa)"
2020-04-28,0,"Congo (Kinshasa)"
2020-04-29,200,"Congo (Kinshasa)"
2020-04-30,0,"Congo (Kinshasa)"
2020-05-01,0,"Congo (Kinshasa)"
2020-05-02,400,"Congo (Kinshasa)"
2020-05-03,100,"Congo (Kinshasa)"
2020-05-04,0,"Congo (Kinshasa)"
2020-05-05,100,"Congo (Kinshasa)"
2020-05-06,0,"Congo (Kinshasa)"
2020-05-07,0,"Congo (Kinshasa)"
2020-05-08,300,"Congo (Kinshasa)"
2020-05-09,0,"Congo (Kinshasa)"
2020-05-10,0,"Congo (Kinshasa)"
2020-05-11,300,"Congo (Kinshasa)"
2020-05-12,300,"Congo (Kinshasa)"
2020-05-13,300,"Congo (Kinshasa)"
2020-05-14,100,"Congo (Kinshasa)"
2020-05-15,300,"Congo (Kinshasa)"
2020-05-16,300,"Congo (Kinshasa)"
2020-05-17,200,"Congo (Kinshasa)"
2020-05-18,600,"Congo (Kinshasa)"
2020-05-19,200,"Congo (Kinshasa)"
2020-05-20,300,"Congo (Kinshasa)"
2020-05-21,500,"Congo (Kinshasa)"
2020-05-22,100,"Congo (Kinshasa)"
2020-05-23,500,"Congo (Kinshasa)"
2020-05-24,0,"Congo (Kinshasa)"
2020-05-25,300,"Congo (Kinshasa)"
2020-05-26,200,"Congo (Kinshasa)"
2020-05-27,500,"Congo (Kinshasa)"
2020-05-28,300,"Congo (Kinshasa)"
2020-05-29,500,"Congo (Kinshasa)"
2020-05-30,500,"Congo (Kinshasa)"
2020-05-31,0,"Congo (Kinshasa)"
2020-06-01,700,"Congo (Kinshasa)"
2020-06-02,0,"Congo (Kinshasa)"
2020-06-03,700,"Congo (Kinshasa)"
2020-06-04,400,"Congo (Kinshasa)"
2020-06-05,400,"Congo (Kinshasa)"
2020-06-06,1000,"Congo (Kinshasa)"
2020-06-07,300,"Congo (Kinshasa)"
2020-06-08,500,"Congo (Kinshasa)"
2020-06-09,100,"Congo (Kinshasa)"
2020-06-10,300,"Congo (Kinshasa)"
2020-06-11,300,"Congo (Kinshasa)"
2020-06-12,0,"Congo (Kinshasa)"
2020-06-13,0,"Congo (Kinshasa)"
2020-06-14,0,"Congo (Kinshasa)"
2020-06-15,0,"Congo (Kinshasa)"
2020-06-16,700,"Congo (Kinshasa)"
2020-06-17,0,"Congo (Kinshasa)"
2020-06-18,0,"Congo (Kinshasa)"
2020-06-19,0,"Congo (Kinshasa)"
2020-06-20,100,"Congo (Kinshasa)"
2020-06-21,0,"Congo (Kinshasa)"
2020-06-22,200,"Congo (Kinshasa)"
2020-06-23,100,"Congo (Kinshasa)"
2020-06-24,0,"Congo (Kinshasa)"
2020-06-25,0,"Congo (Kinshasa)"
2020-06-26,100,"Congo (Kinshasa)"
2020-06-27,0,"Congo (Kinshasa)"
2020-06-28,200,"Congo (Kinshasa)"
2020-06-29,100,"Congo (Kinshasa)"
2020-06-30,400,"Congo (Kinshasa)"
2020-07-01,0,"Congo (Kinshasa)"
2020-07-02,300,"Congo (Kinshasa)"
2020-07-03,0,"Congo (Kinshasa)"
2020-07-04,400,"Congo (Kinshasa)"
2020-07-05,0,"Congo (Kinshasa)"
2020-07-06,200,"Congo (Kinshasa)"
2020-07-07,500,"Congo (Kinshasa)"
2020-07-08,0,"Congo (Kinshasa)"
2020-07-09,0,"Congo (Kinshasa)"
2020-07-10,0,"Congo (Kinshasa)"
2020-07-11,0,"Congo (Kinshasa)"
2020-07-12,0,"Congo (Kinshasa)"
2020-07-13,0,"Congo (Kinshasa)"
2020-07-14,0,"Congo (Kinshasa)"
2020-07-15,300,"Congo (Kinshasa)"
2020-07-16,0,"Congo (Kinshasa)"
2020-07-17,600,"Congo (Kinshasa)"
2020-07-18,0,"Congo (Kinshasa)"
2020-07-19,100,"Congo (Kinshasa)"
2020-07-20,0,"Congo (Kinshasa)"
2020-07-21,900,"Congo (Kinshasa)"
2020-07-22,400,"Congo (Kinshasa)"
2020-07-23,100,"Congo (Kinshasa)"
2020-07-24,100,"Congo (Kinshasa)"
2020-07-25,300,"Congo (Kinshasa)"
2020-07-26,0,"Congo (Kinshasa)"
2020-07-27,NA,"Congo (Kinshasa)"
2020-07-28,NA,"Congo (Kinshasa)"
2020-07-29,NA,"Congo (Kinshasa)"
2020-07-30,NA,"Congo (Kinshasa)"
2020-07-31,NA,"Congo (Kinshasa)"
2020-08-01,NA,"Congo (Kinshasa)"
2020-08-02,NA,"Congo (Kinshasa)"
2020-08-03,NA,"Congo (Kinshasa)"
2020-08-04,NA,"Congo (Kinshasa)"
2020-08-05,NA,"Congo (Kinshasa)"
2020-08-06,NA,"Congo (Kinshasa)"
2020-08-07,NA,"Congo (Kinshasa)"
2020-08-08,NA,"Congo (Kinshasa)"
2020-08-09,NA,"Congo (Kinshasa)"
2020-08-10,NA,"Congo (Kinshasa)"
2020-08-11,NA,"Congo (Kinshasa)"
2020-08-12,NA,"Congo (Kinshasa)"
2020-08-13,NA,"Congo (Kinshasa)"
2020-08-14,NA,"Congo (Kinshasa)"
2020-08-15,NA,"Congo (Kinshasa)"
2020-08-16,NA,"Congo (Kinshasa)"
2020-08-17,NA,"Congo (Kinshasa)"
2020-08-18,NA,"Congo (Kinshasa)"
2019-12-31,0,"Costa Rica"
2020-01-01,0,"Costa Rica"
2020-01-02,0,"Costa Rica"
2020-01-03,0,"Costa Rica"
2020-01-04,0,"Costa Rica"
2020-01-05,0,"Costa Rica"
2020-01-06,0,"Costa Rica"
2020-01-07,0,"Costa Rica"
2020-01-08,0,"Costa Rica"
2020-01-09,0,"Costa Rica"
2020-01-10,0,"Costa Rica"
2020-01-11,0,"Costa Rica"
2020-01-12,0,"Costa Rica"
2020-01-13,0,"Costa Rica"
2020-01-14,0,"Costa Rica"
2020-01-15,0,"Costa Rica"
2020-01-16,0,"Costa Rica"
2020-01-17,0,"Costa Rica"
2020-01-18,0,"Costa Rica"
2020-01-19,0,"Costa Rica"
2020-01-20,0,"Costa Rica"
2020-01-21,0,"Costa Rica"
2020-01-22,0,"Costa Rica"
2020-01-23,0,"Costa Rica"
2020-01-24,0,"Costa Rica"
2020-01-25,0,"Costa Rica"
2020-01-26,0,"Costa Rica"
2020-01-27,0,"Costa Rica"
2020-01-28,0,"Costa Rica"
2020-01-29,0,"Costa Rica"
2020-01-30,0,"Costa Rica"
2020-01-31,0,"Costa Rica"
2020-02-01,0,"Costa Rica"
2020-02-02,0,"Costa Rica"
2020-02-03,0,"Costa Rica"
2020-02-04,0,"Costa Rica"
2020-02-05,0,"Costa Rica"
2020-02-06,0,"Costa Rica"
2020-02-07,0,"Costa Rica"
2020-02-08,0,"Costa Rica"
2020-02-09,0,"Costa Rica"
2020-02-10,0,"Costa Rica"
2020-02-11,0,"Costa Rica"
2020-02-12,0,"Costa Rica"
2020-02-13,0,"Costa Rica"
2020-02-14,0,"Costa Rica"
2020-02-15,0,"Costa Rica"
2020-02-16,0,"Costa Rica"
2020-02-17,0,"Costa Rica"
2020-02-18,0,"Costa Rica"
2020-02-19,0,"Costa Rica"
2020-02-20,0,"Costa Rica"
2020-02-21,0,"Costa Rica"
2020-02-22,0,"Costa Rica"
2020-02-23,0,"Costa Rica"
2020-02-24,0,"Costa Rica"
2020-02-25,100,"Costa Rica"
2020-02-26,0,"Costa Rica"
2020-02-27,100,"Costa Rica"
2020-02-28,0,"Costa Rica"
2020-02-29,0,"Costa Rica"
2020-03-01,0,"Costa Rica"
2020-03-02,0,"Costa Rica"
2020-03-03,0,"Costa Rica"
2020-03-04,0,"Costa Rica"
2020-03-05,0,"Costa Rica"
2020-03-06,0,"Costa Rica"
2020-03-07,0,"Costa Rica"
2020-03-08,0,"Costa Rica"
2020-03-09,0,"Costa Rica"
2020-03-10,0,"Costa Rica"
2020-03-11,0,"Costa Rica"
2020-03-12,0,"Costa Rica"
2020-03-13,0,"Costa Rica"
2020-03-14,0,"Costa Rica"
2020-03-15,0,"Costa Rica"
2020-03-16,100,"Costa Rica"
2020-03-17,0,"Costa Rica"
2020-03-18,0,"Costa Rica"
2020-03-19,0,"Costa Rica"
2020-03-20,0,"Costa Rica"
2020-03-21,0,"Costa Rica"
2020-03-22,0,"Costa Rica"
2020-03-23,100,"Costa Rica"
2020-03-24,0,"Costa Rica"
2020-03-25,0,"Costa Rica"
2020-03-26,0,"Costa Rica"
2020-03-27,100,"Costa Rica"
2020-03-28,100,"Costa Rica"
2020-03-29,0,"Costa Rica"
2020-03-30,0,"Costa Rica"
2020-03-31,0,"Costa Rica"
2020-04-01,0,"Costa Rica"
2020-04-02,0,"Costa Rica"
2020-04-03,0,"Costa Rica"
2020-04-04,0,"Costa Rica"
2020-04-05,0,"Costa Rica"
2020-04-06,0,"Costa Rica"
2020-04-07,0,"Costa Rica"
2020-04-08,0,"Costa Rica"
2020-04-09,0,"Costa Rica"
2020-04-10,0,"Costa Rica"
2020-04-11,0,"Costa Rica"
2020-04-12,0,"Costa Rica"
2020-04-13,0,"Costa Rica"
2020-04-14,0,"Costa Rica"
2020-04-15,0,"Costa Rica"
2020-04-16,0,"Costa Rica"
2020-04-17,100,"Costa Rica"
2020-04-18,0,"Costa Rica"
2020-04-19,0,"Costa Rica"
2020-04-20,100,"Costa Rica"
2020-04-21,0,"Costa Rica"
2020-04-22,100,"Costa Rica"
2020-04-23,100,"Costa Rica"
2020-04-24,0,"Costa Rica"
2020-04-25,0,"Costa Rica"
2020-04-26,0,"Costa Rica"
2020-04-27,0,"Costa Rica"
2020-04-28,0,"Costa Rica"
2020-04-29,0,"Costa Rica"
2020-04-30,0,"Costa Rica"
2020-05-01,0,"Costa Rica"
2020-05-02,0,"Costa Rica"
2020-05-03,0,"Costa Rica"
2020-05-04,0,"Costa Rica"
2020-05-05,0,"Costa Rica"
2020-05-06,0,"Costa Rica"
2020-05-07,0,"Costa Rica"
2020-05-08,0,"Costa Rica"
